sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
R&D Loan ) .,neutral,2102,4,12,4.0,1,0,0,0,0,0,1,0.25,120.21,-3.01,0.003875968992248062
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral,1106,19,87,4.062,7,1,2,0,1,0,2,0.1053,79.56,6.14,0.19049364642342478
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,2858,24,121,4.526,7,0,0,0,0,1,3,0.125,68.65,5.51,0.12732115570960048
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral,2717,31,151,4.25,7,0,0,0,0,0,6,0.1935,70.46,5.75,0.14218913051580204
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,3070,37,181,4.069,4,0,2,0,0,0,5,0.1351,78.97,5.14,0.13127680645622142
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,2614,21,155,7.0,5,0,0,0,1,1,3,0.1429,-17.27,20.39,0.23108252273404895
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,1229,22,119,4.667,7,1,0,0,0,0,2,0.0909,63.87,9.32,0.17189353741179683
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,2604,20,101,5.714,3,0,0,0,0,0,9,0.45,18.41,13.67,0.13819902541741205
The talks are aimed at restructuring operations and cutting costs .,positive,2909,11,67,5.6,4,0,2,0,0,0,0,0.0,52.87,8.37,0.09841308108477438
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral,2447,21,98,4.733,4,0,2,0,0,0,2,0.0952,55.22,9.78,0.12544266562934803
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,2963,26,168,5.875,8,1,2,0,0,1,2,0.0769,16.8,16.88,0.22707135680654936
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral,1781,39,216,4.757,12,2,3,1,0,2,2,0.0513,36.66,17.34,0.39151295173052075
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,1774,32,178,4.71,7,0,0,0,0,0,3,0.0938,38.92,15.53,0.1971870108452594
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,2696,16,98,6.5,6,0,0,0,0,0,2,0.125,-1.59,16.71,0.16617091221924074
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",positive,588,17,98,5.571,4,0,0,0,0,0,1,0.0588,44.97,10.71,0.12273630056151859
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,1114,33,161,4.88,7,2,0,0,2,0,3,0.0909,32.56,14.93,0.334758675896939
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,615,29,174,5.407,7,1,0,0,0,0,3,0.1034,30.77,15.43,0.21860830041244286
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,2128,28,140,5.19,8,1,0,0,1,0,4,0.1429,34.26,13.45,0.2540050514932419
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,2734,26,146,5.0,6,0,0,0,0,2,4,0.1538,82.05,3.37,0.1131766252360366
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",neutral,2446,31,166,5.0,4,0,0,0,0,3,4,0.129,47.6,10.1,0.14655862170169945
"The parties have also agreed that L+ñnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",neutral,1101,37,202,4.875,8,2,0,0,0,0,4,0.1081,40.03,15.87,0.2706873633472471
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",neutral,3415,31,142,4.111,6,0,0,1,0,0,2,0.0645,66.56,10.43,0.24450283243887894
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,224,18,86,4.143,5,0,0,0,0,1,3,0.1667,81.65,3.28,0.0907742116067879
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive,333,28,156,5.227,7,1,0,0,2,0,3,0.1071,59.1,10.98,0.2758608541107633
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,3084,43,238,4.973,7,1,2,0,0,0,4,0.093,28.76,19.19,0.26613938891373484
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,164,48,240,4.943,7,1,0,0,0,0,9,0.1875,59.15,8.24,0.21642175931102167
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive,639,25,140,5.684,5,0,0,0,0,0,3,0.12,44.52,12.27,0.15311397460743392
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,3444,42,248,5.395,10,3,0,0,0,0,4,0.0952,32.09,17.98,0.3324230590650467
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,1416,16,75,4.5,5,1,2,0,1,0,2,0.125,46.61,9.74,0.19139043011453985
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral,1863,20,93,5.167,4,0,0,0,0,0,6,0.3,53.64,9.26,0.12068350057766845
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,3143,25,127,4.6,5,1,0,0,0,0,6,0.24,96.06,1.77,0.12392560655187836
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,130,29,138,4.684,5,0,0,0,0,2,4,0.1379,64.77,6.21,0.12798830842526335
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",neutral,2508,24,154,5.864,7,0,2,0,0,0,2,0.0833,7.61,17.66,0.19323912445960048
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,495,16,79,4.231,3,0,0,0,0,1,3,0.1875,88.96,2.09,0.06762156659958259
"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive,436,13,64,5.0,4,1,0,0,0,0,1,0.0769,61.33,7.19,0.12366491813257802
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,2631,25,144,4.909,8,1,0,0,0,0,2,0.08,58.43,10.82,0.1922557681437587
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,184,14,77,4.818,4,0,0,0,0,0,3,0.2143,78.79,3.35,0.07699179151759095
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,3354,30,129,3.476,9,2,0,0,0,1,4,0.1333,97.0,1.47,0.18540672828463525
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,2125,20,125,5.778,9,1,0,0,0,0,3,0.15,19.37,15.03,0.2118168138789505
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,neutral,1348,42,213,5.107,6,0,0,0,0,2,7,0.1667,41.06,10.35,0.18205330078513218
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,2290,25,127,4.9,5,1,0,0,0,0,2,0.08,46.95,11.68,0.17769079752410058
The expansion is to be finalized in the autumn of 2009 .,neutral,2715,12,56,4.0,5,1,1,0,0,0,1,0.0833,72.62,5.86,0.12092147824115485
"To see more of New Haven Register , or to subscribe to the newspaper .",neutral,1120,15,70,4.154,5,0,0,0,0,0,1,0.0667,69.99,6.73,0.10367770603508249
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,2670,22,85,3.118,5,0,0,0,0,1,3,0.1364,98.0,1.16,0.08702441348017294
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,3150,32,201,5.759,6,2,0,0,0,0,1,0.0312,14.03,18.51,0.2624998447127808
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,positive,1180,27,145,4.708,6,1,0,0,0,0,4,0.1481,59.64,11.15,0.1851015888988273
The company is presently examining whether the project would be financially feasible .,neutral,918,13,86,6.083,3,1,0,0,1,0,0,0.0,11.36,14.66,0.1994486721389883
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,677,49,283,5.395,6,3,0,0,1,0,10,0.2041,3.83,23.41,0.39147422698022255
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,2933,15,93,5.571,4,1,0,0,0,0,1,0.0667,35.51,11.78,0.15244323087482606
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,2904,23,120,5.312,6,2,0,0,0,0,5,0.2174,64.45,5.76,0.1758848071643311
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,2879,24,119,4.316,7,0,0,0,0,0,3,0.125,87.87,2.82,0.1127269716818227
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,2233,21,116,5.056,5,0,0,0,0,0,3,0.1429,59.64,9.91,0.13255821717849334
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",positive,571,27,153,5.455,7,2,0,0,0,0,4,0.1481,32.68,14.41,0.23697625503130593
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,1223,23,150,5.762,7,0,2,0,0,0,1,0.0435,19.15,16.05,0.1825663309356987
`` There is no room to modify the share component as we have already indicated . '',neutral,1515,18,83,4.429,4,2,0,1,0,0,0,0.0,53.64,9.26,0.2556964204743093
The first stage of the contract covers 133 stores and 600 cash registers .,neutral,1741,14,74,4.909,4,0,0,0,0,0,3,0.2143,83.01,4.91,0.08545533318425762
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,2875,26,114,3.842,6,0,0,0,0,2,5,0.1923,82.39,3.76,0.11529251065270324
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,2830,31,157,4.0,7,0,0,0,0,1,4,0.129,63.59,11.84,0.17522949509913535
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral,1857,29,163,5.5,7,0,0,0,0,0,3,0.1034,25.32,15.44,0.19088477610688734
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,1706,21,115,5.294,6,1,0,0,0,0,3,0.1429,28.77,13.72,0.1874168242831942
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,1919,36,187,5.875,5,0,0,0,1,2,4,0.1111,22.28,13.01,0.22011322767590935
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,525,31,159,4.909,8,2,0,0,0,0,7,0.2258,66.1,6.28,0.2070303765093918
"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",neutral,750,23,138,5.429,6,1,0,0,0,0,3,0.1304,20.35,15.64,0.2017094599421089
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,240,36,188,5.222,7,1,2,0,0,0,7,0.1944,62.97,6.71,0.1848651641075333
"The official opening of the office , located in Prague , will be celebrated on May 20 .",neutral,948,18,87,4.643,6,1,2,0,1,0,2,0.1111,50.61,9.93,0.20270747148926652
The price will be specified at the completion date .,neutral,1511,10,52,4.667,3,0,2,0,0,0,0,0.0,75.5,4.96,0.07156440615061618
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral,1587,16,82,4.4,5,0,0,0,0,0,3,0.1875,67.53,7.57,0.11017298219787319
Net sales revenue per passenger is expected to increase .,positive,1301,10,57,5.222,3,1,2,0,1,1,0,0.0,47.3,8.9,0.16238471865061618
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,685,15,69,4.222,3,0,0,0,0,2,3,0.2,78.79,3.35,0.07251951960345855
This amount will not be included in the pensionable salary .,neutral,2375,11,60,4.9,3,0,2,1,0,0,0,0.0,52.87,8.37,0.17533615800785132
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,1067,16,85,5.333,4,0,1,0,0,0,3,0.1875,53.64,9.26,0.11293156259317233
A 2001 agreement expired earlier this month .,neutral,3039,8,45,5.5,2,0,0,0,0,0,2,0.25,54.7,7.37,0.07435326755366727
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,153,14,67,4.4,5,0,0,0,0,1,2,0.1429,73.85,4.45,0.0893699298722918
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,1339,24,120,5.333,4,0,0,0,1,0,4,0.1667,55.41,10.5,0.1768295357843868
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,2787,33,200,6.2,6,1,0,0,1,0,3,0.0909,26.45,13.05,0.24870432226446035
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,115,27,143,4.571,5,0,0,0,0,0,6,0.2222,60.05,11.34,0.1519443706830153
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,819,16,90,4.933,8,1,0,0,1,0,1,0.0625,73.17,6.78,0.19456217156753133
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,3222,22,130,5.35,7,1,2,0,0,0,2,0.0909,34.26,13.45,0.19430022143957462
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",neutral,838,43,254,6.121,5,0,0,0,0,0,7,0.1628,14.39,19.45,0.22695168859322204
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,20,32,140,3.947,6,2,0,0,0,0,6,0.1875,101.09,0.5,0.16478934124055855
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,positive,580,18,113,5.588,7,0,0,0,0,0,4,0.2222,5.45,16.72,0.17651139109396743
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,408,36,249,6.484,5,1,0,0,0,0,7,0.1944,3.13,21.27,0.25103770684257604
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,101,22,102,4.118,4,0,0,0,0,2,3,0.1364,76.23,7.35,0.11419705637547206
The total value of the deal is USD 29mn .,neutral,2779,10,41,3.375,4,0,0,0,0,0,1,0.1,94.3,2.34,0.06376025283865037
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,3202,19,80,4.0,4,1,0,0,0,0,3,0.1579,102.05,0.52,0.09910575913709997
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,3079,18,92,4.353,4,1,0,0,1,0,0,0.0,60.19,9.09,0.18532966700208706
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,3300,42,196,4.379,6,0,0,0,0,1,8,0.1905,83.71,3.32,0.14391310981290997
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,148,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral,352,18,90,4.267,6,0,0,0,0,2,3,0.1667,73.8,5.08,0.10695009301704432
The company website is www.ahlstrom.com .,neutral,1716,6,41,4.75,2,0,0,0,0,0,0,0.0,49.48,7.6,0.07172512842253032
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral,345,32,145,4.773,4,0,0,0,0,0,7,0.2188,53.76,11.23,0.15462724855893462
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",neutral,0,25,127,4.545,4,3,0,1,1,0,2,0.08,57.61,10.69,0.3464650029193997
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,637,22,128,5.048,6,1,0,0,1,0,0,0.0,40.49,12.83,0.22619291641820713
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,1721,21,146,6.25,7,0,0,0,0,0,2,0.0952,21.57,15.22,0.17418732374900617
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral,2048,19,111,5.667,5,1,0,0,0,0,2,0.1053,40.29,11.86,0.16703945304735637
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral,1192,19,111,5.75,6,1,0,0,0,0,1,0.0526,11.13,15.43,0.19281819904094613
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,1013,15,88,5.214,5,0,0,0,0,0,0,0.0,53.64,9.26,0.1174038345073047
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,2944,20,110,4.889,9,0,0,0,0,0,3,0.15,62.88,9.21,0.15246351526783938
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive,584,22,156,5.55,9,1,2,0,0,0,5,0.2273,36.46,13.39,0.2067952134267541
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,958,15,78,5.364,5,1,0,0,0,0,2,0.1333,53.66,8.76,0.14246893867397137
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,2826,21,112,4.55,5,0,0,0,0,0,1,0.0476,72.33,8.14,0.12295535259516001
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,3280,37,209,5.032,6,0,0,0,0,0,5,0.1351,53.5,8.61,0.16292327413784535
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral,2248,33,194,5.2,10,1,0,0,0,0,3,0.0909,25.27,17.44,0.2564959555443749
"Also , a six-year historic analysis is provided for this market .",neutral,807,14,65,4.636,3,0,2,0,0,0,1,0.0714,35.95,10.73,0.11062059760733452
EUR 152.4 mn of this was net interest income .,neutral,2500,10,46,3.875,3,0,0,0,0,0,1,0.1,94.3,2.34,0.05734999642839395
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,841,11,81,7.667,4,0,0,0,0,0,0,0.0,-27.9,19.39,0.1582004074736633
`` It allows the young child to move forward with his life . '',positive,791,15,63,4.091,4,1,0,0,0,0,0,0.0,95.69,2.65,0.10290981073593719
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral,1911,21,102,5.545,7,1,0,0,0,0,3,0.1429,79.81,3.45,0.13810876472122838
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,627,13,61,4.111,4,0,0,0,0,0,2,0.1538,95.69,2.65,0.07125606396591135
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,2387,18,101,5.4,5,1,0,0,0,0,4,0.2222,67.53,7.57,0.14182672896789902
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,1046,28,193,6.75,4,0,0,0,0,0,1,0.0357,-0.82,19.34,0.19087487654666072
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral,1934,17,87,4.857,7,1,0,0,0,0,1,0.0588,41.55,10.94,0.17099267743117672
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral,2542,20,99,4.688,4,0,0,0,0,0,5,0.25,65.17,8.39,0.11596344849433511
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,943,15,91,5.769,3,0,0,0,0,0,3,0.2,37.46,11.26,0.11543401613123634
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,3362,19,78,4.364,3,0,0,0,0,0,5,0.2632,76.59,4.19,0.08482874925462136
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,3253,22,116,4.889,7,2,0,0,0,0,2,0.0909,40.61,12.31,0.2158931033840191
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,944,21,111,4.889,4,1,0,0,0,0,0,0.0,42.87,11.75,0.16390837743490358
The chain is to unite 45-50 centres by the end of 2008 .,neutral,1704,15,56,3.4,5,1,0,0,0,0,2,0.1333,95.95,2.86,0.11045939006286028
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,114,40,269,5.872,8,2,0,0,0,1,6,0.15,-4.12,23.52,0.3180052230856192
The report will be emailed within 2 business days of an order .,neutral,2309,13,63,4.455,5,0,2,0,0,0,1,0.0769,74.81,5.81,0.09481041759838998
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,2144,17,100,5.571,4,0,2,0,0,0,3,0.1765,23.43,13.47,0.13771025889485192
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral,2260,32,171,4.889,6,0,0,0,0,0,8,0.25,46.67,14.2,0.18356104262944747
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive,1173,26,129,4.857,6,1,0,0,0,0,1,0.0385,46.95,11.68,0.186039038430481
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive,1236,25,133,5.0,7,1,1,0,0,0,1,0.04,34.26,13.45,0.20011417492794673
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,3214,22,104,4.588,6,3,0,0,1,0,0,0.0,65.17,8.39,0.25765993030709605
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive,466,28,138,4.381,4,0,0,0,0,0,5,0.1786,90.66,2.77,0.10097687307443848
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral,833,21,154,8.0,5,0,0,0,0,0,3,0.1429,-29.38,21.58,0.1958720192618267
The mill has long traditions and holds an established position in the markets .,positive,647,14,79,5.0,5,0,0,0,0,0,0,0.0,63.49,7.63,0.10662253403895845
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,1270,21,97,4.375,6,1,0,0,0,0,2,0.0952,56.97,9.79,0.16609520969986086
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,619,27,148,6.222,4,0,2,0,0,0,3,0.1111,23.8,12.18,0.15009140593942558
The value of the order is about EUR 30mn .,neutral,2347,10,42,3.5,4,0,0,0,1,0,1,0.1,84.9,3.65,0.11253412436642814
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive,469,43,194,4.417,5,1,0,0,0,0,11,0.2558,68.98,7.61,0.19049335525988872
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive,1127,24,146,5.714,7,4,0,0,0,0,1,0.0417,24.38,15.08,0.29035283973737824
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative,3420,18,116,6.062,4,0,0,1,0,0,1,0.0556,26.68,13.51,0.22319859061319822
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral,938,28,159,4.852,8,0,0,0,0,0,0,0.0,41.56,14.17,0.18846685704879748
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,729,52,302,5.311,6,1,0,0,0,0,7,0.1346,42.58,13.16,0.24445614921859468
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,1734,26,137,4.864,7,1,2,0,0,0,3,0.1154,49.91,11.76,0.19288332261851518
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral,2683,19,100,4.647,7,1,0,0,0,0,1,0.0526,56.97,9.79,0.16862949711786923
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,2535,27,166,6.045,4,1,0,0,0,0,5,0.1852,13.28,17.37,0.20602673580053668
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,2601,22,120,4.944,5,1,0,0,0,2,3,0.1364,44.41,9.55,0.16032085445239516
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,1061,21,105,4.2,7,1,2,0,0,0,1,0.0476,76.56,7.55,0.16035268833233948
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,192,51,231,4.176,7,1,0,0,0,1,9,0.1765,89.13,3.37,0.1958142718271715
Lean System supports change management and component purchasing extremely well .,positive,2913,11,80,6.9,3,0,0,0,0,0,1,0.0909,27.49,11.91,0.11120855384118467
